ID;QUERY;CAT;DIFFICULTY;INT-ID;REL;EQV;COMMENT;;;;;;;;
ysqle-trec-2013-18-4;location jp morgan chase center;ConQ;2;0;3;;;location;https://en.wikipedia.org/wiki/JPMorgan_Chase;https://en.wikipedia.org/wiki/Chase_Center_(arena);;;;;
ysqle-yahoo-500-2;loews theater methuen ma;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Loews_Cineplex_Entertainment;https://en.wikipedia.org/wiki/Methuen,_Massachusetts;https://en.wikipedia.org/wiki/Massachusetts;;;;;
ysqle-yahoo-64-0;lolo jones world cup;ConQ;3;0;3;;;https://en.wikipedia.org/wiki/Lolo_Jones;https://en.wikipedia.org/wiki/2008_IAAF_World_Indoor_Championships;;;;;;
ysqle-yahoo-64-0;lolo jones world cup;ConQ;3;1;3;;;https://en.wikipedia.org/wiki/Lolo_Jones;https://en.wikipedia.org/wiki/FIBT_World_Championships_2013;;;;;;
ysqle-yahoo-64-0;lolo jones world cup;ConQ;3;2;3;;;https://en.wikipedia.org/wiki/Lolo_Jones;https://en.wikipedia.org/wiki/2010_IAAF_World_Indoor_Championships;;;;;;
ysqle-yahoo-64-0;lolo jones world cup;ConQ;3;3;3;;;https://en.wikipedia.org/wiki/Lolo_Jones;https://en.wikipedia.org/wiki/2007_World_Championships_in_Athletics;;;;;;
ysqle-yahoo-64-0;lolo jones world cup;ConQ;3;4;3;;;https://en.wikipedia.org/wiki/Lolo_Jones;https://en.wikipedia.org/wiki/2008_IAAF_World_Athletics_Final;;;;;;
ysqle-trec-2013-6-5;long-term care insurance usa;ConQ;1;0;3;;;long-term care insurance;https://en.wikipedia.org/wiki/United_States;;;;;;
ysqle-trec-2013-6-5;long-term care insurance usa;ConQ;1;1;2;;;long-term care insurance;https://en.wikipedia.org/wiki/Usa,_K%C5%8Dchi;;;;;;
ysqle-trec-2013-6-5;long-term care insurance usa;ConQ;1;2;2;;;long-term care insurance;https://en.wikipedia.org/wiki/Usa,_Russia;;;;;;
ysqle-trec-2013-6-2;long-term care insurance uk;ConQ;1;0;3;;;long-term care insurance;https://en.wikipedia.org/wiki/United_Kingdom;;;;;;
ysqle-trec-2013-6-4;long-term care insurance united kingdom or britain or england;ConQ;1;0;3;;;long-term care insurance;https://en.wikipedia.org/wiki/United_Kingdom;or;https://en.wikipedia.org/wiki/Great_Britain;or;https://en.wikipedia.org/wiki/England;;
ysqle-trec-2013-6-4;long-term care insurance united kingdom or britain or england;ConQ;1;1;2;;;long-term care insurance;https://en.wikipedia.org/wiki/United_Kingdom;or;https://en.wikipedia.org/wiki/Britain,_Virginia;or;https://en.wikipedia.org/wiki/England;;
ysqle-trec-2013-6-4;long-term care insurance united kingdom or britain or england;ConQ;1;2;2;;;long-term care insurance;https://en.wikipedia.org/wiki/United_Kingdom;or;https://en.wikipedia.org/wiki/Great_Britain;or;https://en.wikipedia.org/wiki/England,_Arkansas;;
ysqle-trec-2013-6-4;long-term care insurance united kingdom or britain or england;ConQ;1;3;1;;;long-term care insurance;https://en.wikipedia.org/wiki/United_Kingdom;or;https://en.wikipedia.org/wiki/Britain,_Virginia;or;https://en.wikipedia.org/wiki/England,_Arkansas;;
ysqle-trec-2013-6-0;long-term care insurance;ConQ;1;0;3;;;long-term care insurance;;;;;;;
ysqle-trec-2013-7-5;long-term care insurance comparisons job;ConQ;1;0;3;;;long-term care insurance;comparisons;job;;;;;
ysqle-trec-2013-7-5;long-term care insurance comparisons job;ConQ;1;1;2;;;long-term care insurance;comparisons;https://en.wikipedia.org/wiki/Job,_Kentucky;;;;;
ysqle-trec-2013-7-5;long-term care insurance comparisons job;ConQ;1;2;2;;;long-term care insurance;comparisons;https://en.wikipedia.org/wiki/Job,_Puy-de-D%C3%B4me;;;;;
ysqle-trec-2013-7-4;long-term care insurance review;ConQ;1;0;3;;;long-term care insurance;review;;;;;;
ysqle-trec-2013-7-4;long-term care insurance review;ConQ;1;1;1;;;long-term care insurance;https://en.wikipedia.org/wiki/Review_(magazine);;;;;;
ysqle-trec-2013-7-1;long-term care insurance wiki;ConQ;1;0;3;;;long-term care insurance;https://en.wikipedia.org/wiki/Wikipedia;;;;;;
ysqle-trec-2013-7-6;long-term care vs life insurance;ConQ;1;0;3;;;long-term care;vs;life insurance;;;;;
ysqle-trec-2013-7-7;long-term care vs life insurance job;ConQ;1;0;3;;;long-term care;vs;life insurance;job;;;;
ysqle-trec-2013-7-7;long-term care vs life insurance job;ConQ;1;1;1;;;long-term care;vs;life insurance;https://en.wikipedia.org/wiki/Job,_Kentucky;;;;
ysqle-trec-2013-7-7;long-term care vs life insurance job;ConQ;1;2;1;;;long-term care;vs;life insurance;https://en.wikipedia.org/wiki/Job,_Puy-de-D%C3%B4me;;;;
ysqle-yahoo-516-1;longs hawaii kai;ConQ, LQ;1;0;3;;;https://www.yelp.com/biz/longs-drugs-honolulu-15;;;;;;;
ysqle-yahoo-516-1;longs hawaii kai;ConQ, LQ;1;1;2;;;https://en.wikipedia.org/wiki/Longs_Drugs;https://en.wikipedia.org/wiki/Hawaii_Kai,_Hawaii;;;;;;
ysqle-yahoo-407-1;loretta swit turns 75;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Loretta_Swit;turns;75;;;;;
ysqle-yahoo-507-15;los angeles blue line schedule;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Blue_Line_(Los_Angeles_Metro);schedule;;;;;;
ysqle-yahoo-507-4;los angeles national forest;LQ;2;0;3;1;;https://en.wikipedia.org/wiki/Angeles_National_Forest;;;;;;;
ysqle-yahoo-507-4;los angeles national forest;LQ;2;1;3;0;;https://en.wikipedia.org/wiki/Los_Angeles_County,_California;national forest;;;;;;
ysqle-yahoo-523-6;louise lasser;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Louise_Lasser;;;;;;;
ysqle-yahoo-6-0;louisville courier journal;LQ;1;0;3;;;https://en.wikipedia.org/wiki/The_Courier-Journal;;;;;;;
ysqle-yahoo-6-0;louisville courier journal;LQ;1;1;3;;;https://en.wikipedia.org/wiki/Louisville,_Kentucky;courier journal;;;;;;
ysqle-trec-2010-123-1;low carb diet;ConQ;1;0;3;;;low carb diet;;;;;;;
ysqle-trec-2010-5-0;low carb high fat diet;ConQ;1;0;3;;;low carb high fat diet;;;;;;;
erd14-TREC-46;lower heart rate;ConQ;1;0;3;;;lower;heart rate;;;;;;
ysqle-yahoo-510-8;lowes;LQ;2;0;3;;;https://en.wikipedia.org/wiki/Lowe%27s;;;;;;;
ysqle-yahoo-510-8;lowes;LQ;2;1;3;;;https://en.wikipedia.org/wiki/Lowes_Foods;;;;;;;
ysqle-yahoo-510-8;lowes;LQ;2;2;3;;;https://en.wikipedia.org/wiki/Lowes_Menswear;;;;;;;
ysqle-yahoo-510-8;lowes;LQ;2;3;3;;;https://en.wikipedia.org/wiki/Lowe%27s_Market;;;;;;;
ysqle-yahoo-510-8;lowes;LQ;2;4;3;;;https://en.wikipedia.org/wiki/Lowes,_Kentucky;;;;;;;
ysqle-yahoo-510-8;lowes;LQ;2;5;2;;;https://en.wikipedia.org/wiki/James_Lowes;;;;;;;
ysqle-yahoo-510-8;lowes;LQ;2;6;2;;;https://en.wikipedia.org/wiki/John_Livingston_Lowes;;;;;;;
ysqle-yahoo-298-0;lowes.com;RLQ;1;0;3;;;lowes.com;;;;;;;
ysqle-yahoo-101-7;lumbar spinal stenosis;ConQ;1;0;3;;;lumbar spinal stenosis;;;;;;;
ysqle-yahoo-490-8;lumineers stubborn love video;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/The_Lumineers;https://en.wikipedia.org/wiki/Stubborn_Love;video;;;;;
ysqle-yahoo-199-0;lung cancer;ConQ;1;0;3;;;lung cancer;;;;;;;
ysqle-yahoo-43-4;luxembourg wedding;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Luxembourg;wedding;;;;;;
ysqle-yahoo-43-4;luxembourg wedding;ConQ;1;1;3;;;https://en.wikipedia.org/wiki/Luxembourg_City;wedding;;;;;;
erd14-TREC-47;lymphoma in dogs;ConQ;2;0;3;;;lymphoma;in;dogs;;;;;
erd14-TREC-47;lymphoma in dogs;ConQ;2;1;1;;;lymphoma;in;https://en.wikipedia.org/wiki/Dogs_(British_band);;;;;
erd14-TREC-47;lymphoma in dogs;ConQ;2;2;1;;;lymphoma;in;https://en.wikipedia.org/wiki/Dogs_(French_band);;;;;
erd14-TREC-47;lymphoma in dogs;ConQ;2;3;1;;;lymphoma;in;https://en.wikipedia.org/wiki/The_Dogs_(US_punk_band);;;;;
erd14-TREC-47;lymphoma in dogs;ConQ;2;4;1;;;lymphoma;in;https://en.wikipedia.org/wiki/The_Dogs;;;;;
esdbpediav2-SemSearch_ES-53;lynchburg virginia;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Lynchburg,_Virginia;https://en.wikipedia.org/wiki/Virginia;;;;;;
ysqle-yahoo-523-9;m.i.a;LQ;1;0;3;;;https://en.wikipedia.org/wiki/M.I.A._(rapper);;;;;;;
ysqle-yahoo-523-9;m.i.a;LQ;1;1;3;;;https://en.wikipedia.org/wiki/M.I.A._(band);;;;;;;
ysqle-yahoo-507-5;macana;ConQ;1;0;3;;;macana;;;;;;;
ysqle-yahoo-336-1;macho camacho critical;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/H%C3%A9ctor_Camacho;critical;;;;;;
ysqle-yahoo-341-1;mackenzie foy;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Mackenzie_Foy;;;;;;;
ysqle-yahoo-67-2;macy cyber monday;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Macy,_Indiana;https://en.wikipedia.org/wiki/Cyber_Monday;;;;;;
ysqle-yahoo-67-2;macy cyber monday;ConQ;1;1;3;;;https://en.wikipedia.org/wiki/Macy,_Nebraska;https://en.wikipedia.org/wiki/Cyber_Monday;;;;;;
ysqle-yahoo-273-4;macys;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Macy%27s;;;;;;;
ysqle-yahoo-273-4;macys;LQ;1;1;3;;;https://en.wikipedia.org/wiki/Macy%27s,_Inc.;;;;;;;
ysqle-trec-2010-44-0;madagascar penguin pics;ConQ;1;0;2;3;;https://en.wikipedia.org/wiki/Penguins_of_Madagascar;pics;;;;;;
ysqle-trec-2010-44-0;madagascar penguin pics;ConQ;1;1;2;;;https://en.wikipedia.org/wiki/The_Penguins_of_Madagascar;pics;;;;;;
ysqle-trec-2010-44-0;madagascar penguin pics;ConQ;1;2;3;;;https://en.wikipedia.org/wiki/Madagascar;penguin;pics;;;;;
ysqle-trec-2010-44-0;madagascar penguin pics;ConQ;1;3;3;0;;https://en.wikipedia.org/wiki/Madagascar_(franchise);penguin;pics;;;;;
erd14-TREC-48;madam cj walker;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Madam_C._J._Walker;;;;;;;
esdbpediav2-SemSearch_ES-95;madrid;LQ;2;0;3;;;https://en.wikipedia.org/wiki/Madrid;;;;;;;
esdbpediav2-SemSearch_ES-95;madrid;LQ;2;1;3;;;https://en.wikipedia.org/wiki/Madrid,_Cundinamarca;;;;;;;
esdbpediav2-SemSearch_ES-95;madrid;LQ;2;2;3;;;https://en.wikipedia.org/wiki/Madrid,_Colima;;;;;;;
esdbpediav2-SemSearch_ES-95;madrid;LQ;2;3;3;;;https://en.wikipedia.org/wiki/Madrid,_Surigao_del_Sur;;;;;;;
esdbpediav2-SemSearch_ES-95;madrid;LQ;2;4;3;;;https://en.wikipedia.org/wiki/Madrid,_Alabama;;;;;;;
esdbpediav2-SemSearch_ES-95;madrid;LQ;2;5;3;;;https://en.wikipedia.org/wiki/Madrid,_Colorado;;;;;;;
esdbpediav2-SemSearch_ES-95;madrid;LQ;2;6;3;;;https://en.wikipedia.org/wiki/Madrid,_Iowa;;;;;;;
esdbpediav2-SemSearch_ES-95;madrid;LQ;2;7;3;;;https://en.wikipedia.org/wiki/Madrid,_Maine;;;;;;;
esdbpediav2-SemSearch_ES-95;madrid;LQ;2;8;3;;;https://en.wikipedia.org/wiki/Madrid,_Nebraska;;;;;;;
esdbpediav2-SemSearch_ES-95;madrid;LQ;2;9;3;;;https://en.wikipedia.org/wiki/Madrid,_New_Mexico;;;;;;;
esdbpediav2-SemSearch_ES-95;madrid;LQ;2;10;3;;;https://en.wikipedia.org/wiki/Madrid,_New_York;;;;;;;
esdbpediav2-SemSearch_ES-95;madrid;LQ;2;11;3;;;https://en.wikipedia.org/wiki/Madrid_(band);;;;;;;
ysqle-yahoo-71-0;mail;ConQ, LQ;1;0;3;;;mail;;;;;;;
ysqle-yahoo-71-0;mail;ConQ, LQ;1;1;2;;;https://en.wikipedia.org/wiki/Mail,_Shetland;;;;;;;
ysqle-yahoo-71-0;mail;ConQ, LQ;1;2;2;;;https://en.wikipedia.org/wiki/Mail_(manga);;;;;;;
ysqle-yahoo-71-0;mail;ConQ, LQ;1;3;2;;;https://en.wikipedia.org/wiki/Mail_(Apple);;;;;;;
ysqle-yahoo-71-0;mail;ConQ, LQ;1;4;2;;;https://en.wikipedia.org/wiki/Mail_(Unix);;;;;;;
ysqle-yahoo-71-0;mail;ConQ, LQ;1;5;2;;;https://en.wikipedia.org/wiki/Mail_(Windows);;;;;;;
ysqle-yahoo-254-0;makita;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Makita;;;;;;;
ysqle-yahoo-254-0;makita;LQ;1;1;3;;;https://en.wikipedia.org/wiki/Makita,_Estonia;;;;;;;
ysqle-trec-2013-69-3;malaria donations;ConQ;1;0;3;;;malaria donations;;;;;;;
ysqle-trec-2013-69-2;malaria economy;ConQ;1;0;3;;;malaria;economy;;;;;;
ysqle-trec-2013-69-2;malaria economy;ConQ;1;1;2;;;malaria;https://en.wikipedia.org/wiki/Economy,_Indiana;;;;;;
ysqle-trec-2013-69-2;malaria economy;ConQ;1;2;2;;;malaria;https://en.wikipedia.org/wiki/Economy,_Missouri;;;;;;
ysqle-trec-2013-69-2;malaria economy;ConQ;1;3;2;;;malaria;https://en.wikipedia.org/wiki/Economy,_Pennsylvania;;;;;;
ysqle-trec-2013-69-2;malaria economy;ConQ;1;4;2;;;malaria;https://en.wikipedia.org/wiki/Economy,_Nova_Scotia;;;;;;
ysqle-trec-2013-69-2;malaria economy;ConQ;1;5;2;;;malaria;https://en.wikipedia.org/wiki/Economy,_Arkansas;;;;;;
ysqle-trec-2013-69-1;malaria economy africa;ConQ;1;0;3;;;malaria;economy;https://en.wikipedia.org/wiki/Africa;;;;;
ysqle-trec-2013-69-1;malaria economy africa;ConQ;1;1;1;;;malaria;economy;https://en.wikipedia.org/wiki/Africa_(TV_series);;;;;
ysqle-trec-2013-69-1;malaria economy africa;ConQ;1;2;1;;;malaria;economy;https://en.wikipedia.org/wiki/Africa_(journal);;;;;
ysqle-trec-2013-69-0;malaria impact on economy africa;ConQ;1;0;3;;;malaria;impact;on;economy;https://en.wikipedia.org/wiki/Africa;;;
ysqle-trec-2013-69-0;malaria impact on economy africa;ConQ;1;1;1;;;malaria;impact;on;economy;https://en.wikipedia.org/wiki/Africa_(TV_series);;;
ysqle-trec-2013-69-0;malaria impact on economy africa;ConQ;1;2;1;;;malaria;impact;on;economy;https://en.wikipedia.org/wiki/Africa_(journal);;;
ysqle-yahoo-513-3;man of steel 2013;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Man_of_Steel_(film);2013;;;;;;
ysqle-yahoo-513-4;man of steel shirtless;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Man_of_Steel_(film);shirtless;;;;;;
ysqle-yahoo-513-4;man of steel shirtless;ConQ;2;1;3;;;https://en.wikipedia.org/wiki/The_Man_of_Steel_(comics);shirtless;;;;;;
ysqle-yahoo-513-4;man of steel shirtless;ConQ;2;2;3;;;https://en.wikipedia.org/wiki/Man_of_Steel_(musical);shirtless;;;;;;
ysqle-yahoo-513-4;man of steel shirtless;ConQ;2;3;1;;;https://en.wikipedia.org/wiki/Man_of_Steel_(sculpture);shirtless;;;;;;
ysqle-yahoo-157-0;man sues ugly baby;ConQ;2;0;1;;;https://en.wikipedia.org/wiki/Man_(band);sues;ugly baby;;;;;
ysqle-yahoo-157-0;man sues ugly baby;ConQ;2;1;1;;;https://en.wikipedia.org/wiki/Felix_H._Man;sues;ugly baby;;;;;
ysqle-yahoo-157-0;man sues ugly baby;ConQ;2;2;1;;;https://en.wikipedia.org/wiki/Henry_Man;sues;ugly baby;;;;;
ysqle-yahoo-157-0;man sues ugly baby;ConQ;2;3;1;;;https://en.wikipedia.org/wiki/John_Man;sues;ugly baby;;;;;
ysqle-yahoo-157-0;man sues ugly baby;ConQ;2;4;1;;;https://en.wikipedia.org/wiki/Janice_Man;sues;ugly baby;;;;;
ysqle-yahoo-157-0;man sues ugly baby;ConQ;2;5;3;;;man;sues;ugly baby;;;;;
ysqle-yahoo-266-0;map;ConQ, LQ;1;0;2;;;https://en.wikipedia.org/wiki/Map_(band);;;;;;;
ysqle-yahoo-266-0;map;ConQ, LQ;1;1;3;;;map;;;;;;;
ysqle-trec-2013-39-4;map albany hospital ny;ConQ;1;0;3;;1;map;https://en.wikipedia.org/wiki/Albany_Medical_Center;;;;;;
ysqle-trec-2013-39-4;map albany hospital ny;ConQ;1;1;3;;0;map;https://en.wikipedia.org/wiki/Albany,_New_York;hospital;https://en.wikipedia.org/wiki/New_York_(state);;;;
erd14-TREC-49;map of brazil;ConQ;2;0;3;;;map;of;https://en.wikipedia.org/wiki/Brazil,_Indiana;;;;;
erd14-TREC-49;map of brazil;ConQ;2;1;3;;;map;of;https://en.wikipedia.org/wiki/Brazil,_Iowa;;;;;
erd14-TREC-49;map of brazil;ConQ;2;2;3;;;map;of;https://en.wikipedia.org/wiki/Brazil,_Mississippi;;;;;
erd14-TREC-49;map of brazil;ConQ;2;3;3;;;map;of;https://en.wikipedia.org/wiki/Brazil,_Missouri;;;;;
erd14-TREC-49;map of brazil;ConQ;2;4;3;;;map;of;https://en.wikipedia.org/wiki/Brazil;;;;;
ysqle-yahoo-246-3;map of costa rica;ConQ;2;0;3;;;map;of;https://en.wikipedia.org/wiki/Costa_Rica;;;;;
ysqle-yahoo-246-3;map of costa rica;ConQ;2;1;3;;;map;of;https://en.wikipedia.org/wiki/Costa_Rica,_Sinaloa;;;;;
ysqle-yahoo-246-3;map of costa rica;ConQ;2;2;3;;;map;of;https://en.wikipedia.org/wiki/Costa_Rica,_Mato_Grosso_do_Sul;;;;;
ysqle-yahoo-250-0;map of israel;ConQ;1;0;3;;;map;of;https://en.wikipedia.org/wiki/Israel;;;;;
ysqle-yahoo-250-0;map of israel;ConQ;1;1;3;;;map;of;https://en.wikipedia.org/wiki/Israel,_West_Virginia;;;;;
erd14-TREC-50;map of the united states;ConQ;2;0;3;;;map;of the;https://en.wikipedia.org/wiki/United_States;;;;;
ysqle-trec-2013-39-3;map suny albany hospital;ConQ;2;0;3;;;map;https://en.wikipedia.org/wiki/State_University_of_New_York;https://en.wikipedia.org/wiki/Albany_Medical_Center;;;;;
ysqle-yahoo-269-0;mapquest;LQ;1;0;3;;;https://en.wikipedia.org/wiki/MapQuest;;;;;;;
ysqle-yahoo-474-4;mapquest directions driving directions;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/MapQuest;directions;driving directions;;;;;
ysqle-trec-2013-87-3;maps;ConQ, LQ;2;0;3;;;maps;;;;;;;
ysqle-trec-2013-87-3;maps;ConQ, LQ;2;1;2;;;https://en.wikipedia.org/wiki/Apple_Maps;;;;;;;
ysqle-trec-2013-87-3;maps;ConQ, LQ;2;2;2;;;https://en.wikipedia.org/wiki/Bing_Maps;;;;;;;
ysqle-trec-2013-87-3;maps;ConQ, LQ;2;3;2;;;https://en.wikipedia.org/wiki/Google_Maps;;;;;;;
ysqle-trec-2013-87-3;maps;ConQ, LQ;2;4;2;;;https://en.wikipedia.org/wiki/Maps_(musician);;;;;;;
ysqle-trec-2013-87-3;maps;ConQ, LQ;2;5;2;;;https://en.wikipedia.org/wiki/Maps_(Yeah_Yeah_Yeahs_song);;;;;;;
ysqle-trec-2013-87-3;maps;ConQ, LQ;2;6;2;;;https://en.wikipedia.org/wiki/Maps_(Maroon_5_song);;;;;;;
ysqle-trec-2013-87-2;maps.bing.com;RLQ;1;0;3;;;maps.bing.com;;;;;;;
esdbpediav2-SemSearch_ES-54;marc anthony;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Marc_Anthony;;;;;;;
ysqle-trec-2013-20-0;march madness;LQ;2;0;3;;;https://en.wikipedia.org/wiki/NCAA_Division_I_Men%27s_Basketball_Tournament;;;;;;;
ysqle-trec-2013-20-0;march madness;LQ;2;1;3;;;https://en.wikipedia.org/wiki/NCAA_Division_I_Women%27s_Basketball_Tournament;;;;;;;
ysqle-trec-2013-20-0;march madness;LQ;2;2;3;;;https://en.wikipedia.org/wiki/March_Madness_(song);;;;;;;
ysqle-trec-2013-20-7;march madness 2012 number teams;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/2012_NCAA_Division_I_Men%27s_Basketball_Tournament;number;teams;;;;;
ysqle-trec-2013-20-3;march madness 2012 runner up;ConQ;3;0;3;;;https://en.wikipedia.org/wiki/2012_NCAA_Division_I_Men%27s_Basketball_Tournament;runner up;;;;;;
ysqle-trec-2013-21-1;march madness ncaa;LQ;2;0;3;;;https://en.wikipedia.org/wiki/NCAA_Division_I_Men%27s_Basketball_Tournament;https://en.wikipedia.org/wiki/National_Collegiate_Athletic_Association;;;;;;
ysqle-trec-2013-21-1;march madness ncaa;LQ;2;1;3;;;https://en.wikipedia.org/wiki/NCAA_Division_I_Women%27s_Basketball_Tournament;https://en.wikipedia.org/wiki/National_Collegiate_Athletic_Association;;;;;;
ysqle-trec-2013-20-10;march madness semi finals;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/NCAA_Division_I_Men%27s_Basketball_Tournament;semi finals;;;;;;
ysqle-trec-2013-20-10;march madness semi finals;ConQ;2;1;3;;;https://en.wikipedia.org/wiki/NCAA_Division_I_Women%27s_Basketball_Tournament;semi finals;;;;;;
ysqle-trec-2013-20-8;march madness slang;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/NCAA_Division_I_Men%27s_Basketball_Tournament;slang;;;;;;
ysqle-trec-2013-20-8;march madness slang;ConQ;2;1;3;;;https://en.wikipedia.org/wiki/NCAA_Division_I_Women%27s_Basketball_Tournament;slang;;;;;;
ysqle-trec-2013-20-9;march madness slang expression;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/NCAA_Division_I_Men%27s_Basketball_Tournament;slang expression;;;;;;
ysqle-trec-2013-20-9;march madness slang expression;ConQ;2;1;3;;;https://en.wikipedia.org/wiki/NCAA_Division_I_Women%27s_Basketball_Tournament;slang expression;;;;;;
ysqle-yahoo-33-1;maria sharapova;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Maria_Sharapova;;;;;;;
ysqle-yahoo-407-2;mariano rivera decision;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Mariano_Rivera;decision;;;;;;
ysqle-yahoo-340-4;marilyn and sarah;ConQ, LQ;2;0;3;;;https://en.wikipedia.org/wiki/Marilyn_Hickey;and;http://sarahbowling.me/;;;;;
ysqle-yahoo-340-4;marilyn and sarah;ConQ, LQ;2;1;3;;;http://www.marilynandsarah.org/;;;;;;;
esdbpediav2-SemSearch_ES-56;mario bros;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Mario_Bros.;;;;;;;
esdbpediav2-SemSearch_ES-56;mario bros;LQ;1;1;3;;;https://en.wikipedia.org/wiki/Super_Mario_Bros.;;;;;;;
esdbpediav2-SemSearch_ES-56;mario bros;LQ;1;2;3;;;https://en.wikipedia.org/wiki/Super_Mario_Bros._(film);;;;;;;
esdbpediav2-SemSearch_ES-56;mario bros;LQ;1;3;3;;;https://en.wikipedia.org/wiki/Super_Mario_Bros.:_Peach-Hime_Kyushutsu_Dai_Sakusen!;;;;;;;
esdbpediav2-SemSearch_ES-56;mario bros;LQ;1;4;3;;;https://en.wikipedia.org/wiki/The_Super_Mario_Bros._Super_Show!;;;;;;;
ysqle-yahoo-492-5;mark sanchez;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Mark_Sanchez;;;;;;;
ysqle-yahoo-492-5;mark sanchez;LQ;1;1;3;;;https://en.wikipedia.org/wiki/Mark_Sanchez_(basketball);;;;;;;
ysqle-yahoo-492-5;mark sanchez;LQ;1;2;3;;;https://en.wikipedia.org/wiki/Mark_Sanchez_(make-up_artist);;;;;;;
ysqle-yahoo-492-5;mark sanchez;LQ;1;3;3;;;https://en.wikipedia.org/wiki/Mark_Sanchez_(politician);;;;;;;
ysqle-yahoo-492-6;mark sanchez butt fumble video;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Mark_Sanchez;https://en.wikipedia.org/wiki/Butt_fumble;video;;;;;
ysqle-trec-2011-60-6;marsupial manure;ConQ;1;0;3;;;marsupial manure;;;;;;;
ysqle-trec-2011-59-0;marsupials ecology behaviour;ConQ;1;0;1;;;marsupials;https://en.wikipedia.org/wiki/Ecology_(journal);behaviour;;;;;
ysqle-trec-2011-59-0;marsupials ecology behaviour;ConQ;1;1;1;;;marsupials;ecology;https://en.wikipedia.org/wiki/Behaviour_(journal);;;;;
ysqle-trec-2011-59-0;marsupials ecology behaviour;ConQ;1;2;3;;;marsupials;ecology;behaviour;;;;;
erd14-TREC-51;martha stewart and imclone;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Martha_Stewart;and;https://en.wikipedia.org/wiki/ImClone_Systems;;;;;
ysqle-trec-2012-22-1;martin bryant port arthur massacre;ConQ;2;0;3;1;;https://en.wikipedia.org/wiki/Martin_Bryant;https://en.wikipedia.org/wiki/Port_Arthur_massacre_(Australia);;;;;;
ysqle-trec-2012-22-1;martin bryant port arthur massacre;ConQ;2;1;3;0;;https://en.wikipedia.org/wiki/Martin_Bryant;https://en.wikipedia.org/wiki/Port_Arthur,_Tasmania;massacre;;;;;
esdbpediav2-SemSearch_ES-57;martin luther king;LQ;2;0;3;;;https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.;;;;;;;
esdbpediav2-SemSearch_ES-57;martin luther king;LQ;2;1;3;;;https://en.wikipedia.org/wiki/Martin_Luther_King_Sr.;;;;;;;
esdbpediav2-SemSearch_ES-57;martin luther king;LQ;2;2;3;;;https://en.wikipedia.org/wiki/Martin_Luther_King_III;;;;;;;
esdbpediav2-SemSearch_ES-57;martin luther king;LQ;2;3;3;;;https://en.wikipedia.org/wiki/Martin_Luther_King_Jr._(Wilson_sculpture);;;;;;;
esdbpediav2-SemSearch_ES-58;mason ohio;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Mason,_Ohio;https://en.wikipedia.org/wiki/Ohio;;;;;;
ysqle-yahoo-398-3;mayim bialik divorce;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Mayim_Bialik;divorce;;;;;;
erd14-TREC-52;mayo clinic jacksonville fl;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Mayo_Clinic_Florida;;;;;;;
ysqle-yahoo-308-0;mediacom cable;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Mediacom;;;;;;;
ysqle-trec-2011-5-0;medicare fraud;ConQ;1;0;3;;;medicare fraud;;;;;;;
ysqle-trec-2011-5-1;medicare fraud criteria;ConQ;1;0;1;;;medicare fraud;https://en.wikipedia.org/wiki/Criteria_(band);;;;;;
ysqle-trec-2011-5-1;medicare fraud criteria;ConQ;1;1;3;;;medicare fraud;criteria;;;;;;
esdbpediav2-SemSearch_LS-25;members of u2;CatQ;2;0;3;;;members;of;https://en.wikipedia.org/wiki/U2;;;;;
